Plant_Name,English name,Finnish name,Section,hankitaID,taksoni_nro,Status,Notes,Check,,,,
Kobresia myosuroides,,,"X-TA 	TAIMISTO",53621,5965,OSASTOLLA,,"X-TA 	TAIMISTO",,,,
Kobresia simpliciuscula,,,"S-O 	SYSTEMAATTINEN OSASTO",41856,5967,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Kobresia simpliciuscula,,,"T-1.3 	PURONRANNAT",22063,5967,OSASTOLLA,,"T-1.3 	PURONRANNAT",,,,
Kobresia simpliciuscula,,,"T-1.3 	PURONRANNAT",38757,5967,OSASTOLLA,,"T-1.3 	PURONRANNAT",,,,
Kobresia simpliciuscula,,,"T-1.3 	PURONRANNAT",45243,5967,OSASTOLLA,,"T-1.3 	PURONRANNAT",,,,
Koeleria hirsuta,,,"T-4.1.2 	FESTUCETUM VARIAE",18125,5971,OSASTOLLA,,"T-4.1.2 	FESTUCETUM VARIAE",,,,
Koeleria macrantha,,,"S-O 	SYSTEMAATTINEN OSASTO",28685,5972,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Koelreuteria paniculata,,,"G-HE 	LAUHKEA",7280,5975,OSASTOLLA,,"G-HE 	LAUHKEA",,,,
Kohleria eriantha,,,"G-HA 	TROOPPINEN HUONE",17811,5979,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Kokeilu kasv var. kokeilu f. kokeilu cv. kokeilu,,,"G-HA 	TROOPPINEN HUONE",57532,5980,OSASTOLLA,valoa tarvii niukasti,"G-HA 	TROOPPINEN HUONE",,,,
Kokeilu kasv var. kokeilu f. kokeilu cv. kokeilu,,,"G-HA 	TROOPPINEN HUONE",57532,5980,OSASTOLLA,kokeillaan kesÃ¤llÃ¤ tÃ¤ssÃ¤,"G-HA 	TROOPPINEN HUONE",,,,
Kolkwitzia amabilis,,,"G-HE 	LAUHKEA",13653,5981,OSASTOLLA,,"G-HE 	LAUHKEA",,,,
Kolkwitzia amabilis,,,"V-4 	PERGOLA",13653,5981,OSASTOLLA,,"V-4 	PERGOLA",,,,
Korjattu versio subsp. saapa nÃ¤hdÃ¤  var. miten f. tÃ¤mÃ¤,,,"K-12 	RÃ„ME",57597,11610,OSASTOLLA,paikka huono,"K-12 	RÃ„ME",,,,
Korjattu versio subsp. saapa nÃ¤hdÃ¤  var. miten f. tÃ¤mÃ¤,,,"K-12 	RÃ„ME",57613,11610,OSASTOLLA,Kokeilu,"K-12 	RÃ„ME",,,,
Korjattu versio subsp. saapa nÃ¤hdÃ¤  var. miten f. tÃ¤mÃ¤,,,"P-E 	",57597,11610,OSASTOLLA,,"P-E 	",,,,
Kunzea baxteri,,,"G-HB 	KESÃ„SATEIDEN ALUE",48868,5982,OSASTOLLA,,"G-HB 	KESÃ„SATEIDEN ALUE",,,,
Kunzea baxteri,,,"G-HD 	TALVISAT. L. VÃ„LIMEREN ILMASTOALUE",48868,5982,OSASTOLLA,,"G-HD 	TALVISAT. L. VÃ„LIMEREN ILMASTOALUE",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,50777,Achillea asiatica,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,43586,Aconitum baicalense,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,32090,Aconitum barbatum,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,32091,Aconitum krylovii,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,36939,Actaea erythrocarpa,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,45250,Adenophora thunbergiana,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,38915,Allium platyspathum,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,44645,Allium schoenoprasum,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,41271,Anemone biarmiensis,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,10824,Anemone narcissiflora,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,10831,Anemone narcissiflora,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,10835,Anemone narcissiflora,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,37734,Anemone sibirica,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,46870,Aquilegia cf. parviflora,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,38883,Aquilegia fragrans,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,37422,Aquilegia glandulosa,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,27988,Astrantia trifida,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,44671,Bupleurum aureum,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,28055,Campanula turczaninovii,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,28463,Carex aequivoca,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,28057,Carex caucasica,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,16912,Carex perfusca,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,22953,Cortusa altaica,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,40771,Corydalis ochotensis,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,42934,Delphinium tatsienense,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,43449,Dianthus amurensis,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,16972,Dracocephalum grandiflorum,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,28085,Festuca supina,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,18242,Fritillaria collina,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,14220,Gentiana asclepiadea,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,14221,Gentiana asclepiadea,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,28063,Gentiana decumbens,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,28064,Gentiana decumbens,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,28065,Gentiana decumbens,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,28066,Gentiana decumbens,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,32442,Gentiana decumbens,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,17830,Gentiana grandiflora,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,22947,Gentiana macrophylla,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,28121,Geum montanum,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,31867,Geum montanum,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,47520,Glycyrrhiza glabra,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,37412,Hemerocallis lilio-asphodelus,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,21785,Hierochloe alpina,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,28056,Hypochoeris uniflora,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,22872,Inula salicina,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,37409,Iris lactea,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,45430,Iris sanguinea,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,16353,Juncus beringensis,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,28070,Juncus beringensis,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,28089,Koeleria seminuda,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,12572,Laserpitium alpinum,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,15853,Leontopodium calocephalum,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,34662,Lilium pumilum,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,43576,Lilium pumilum,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,45736,Merckia physodes,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,38777,Merendera sobolifera,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,18566,Muscari coeruleum,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,25360,Muscari dolychanthum,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,13403,Muscari pallens,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,26490,Muscari paradoxum,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,24750,Muscari steupii,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,44651,Nepeta sibirica,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,32053,Oxytropis strobilacea,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,32444,Pinus pumila,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,28122,Potentilla nivea,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,34702,Potentilla stenophylla,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,21307,Primula amoena,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,21832,Primula aurantiaca,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,57705,Primula aurantiaca,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,57706,Primula auriculata,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,57707,Primula bulleyana,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,57708,Primula chionantha,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,28119,Primula elatior subsp. pallasii,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,28119,Primula elatior subsp. pallasii,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,57709,Primula elatior subsp. pallasii,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,43016,Primula florindae,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,57645,Primula pulverulenta,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,20834,Primula rosea,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,36535,Primula rosea,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,57710,Primula rosea,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,44592,Primula sp.,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,16438,Primula villosa,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,57711,Primula villosa,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,42991,Rhodiola heterodonta,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,37391,Salix berberifolia,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,41887,Salix turczaninowii,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,50782,Sanguisorba tenuifolia,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,33738,Sanguisorba tenuifolia var. parviflora,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,21730,Saussurea amara,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,28052,Saussurea controversa,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,21731,Saussurea parviflora,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,44325,Saxifraga flagellaris subsp. stenophylla,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,37755,Saxifraga nelsoniana,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,37756,Saxifraga nelsoniana subsp. porsildiana,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,28060,Scabiosa caucasica,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,32168,Sedum pallescens,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,57712,Sibbaldia macrophylla,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,57713,Sibbaldia macrophylla,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,57646,Sibbaldia procumbens,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,32664,Soldanella carpatica,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,30479,Swertia schugnanica,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,37426,Trollius asiaticus,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,27573,Trollius pumilus,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,28120,Trollius pumilus,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,35832,Trollius pumilus,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,45183,Trollius ranunculinus,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,50774,Trollius riederianus,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,13861,Tulipa dasystemon,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,26569,Tulipa tarda,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,27618,Tulipa tarda,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,21802,Viola altaica,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,38881,Viola altaica,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
LÃ„HINNÃ„ ALP.NIITYT,,,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,16078,Viola declinata,OSASTOLLA,"T-5.5 	KOSTEAT MATALARUOH.NIITYT",,,,
